1,10,0.00066217
1,100,0.00079137
1,1000,0.00220739
1,10000,0.01619391
1,100000,0.06211430
1,1000000,0.56776436
1,10,0.00088769
1,100,0.00108627
1,1000,0.00428028
1,10000,0.01138658
1,100000,0.06055941
1,1000000,0.54379752
1,10,0.00060651
1,100,0.00048044
1,1000,0.00214624
1,10000,0.00649269
1,100000,0.06238643
1,1000000,0.55785067
1,10,0.00060947
1,100,0.00043916
1,1000,0.00092733
1,10000,0.00622135
1,100000,0.05545231
1,1000000,0.56055253
1,10,0.00066167
1,100,0.00082637
1,1000,0.00212874
1,10000,0.01528452
1,100000,0.06746896
1,1000000,0.57545746
1,10,0.00061313
1,100,0.00084937
1,1000,0.00172292
1,10000,0.01394991
1,100000,0.06332540
1,1000000,0.56212588
1,10,0.00085632
1,100,0.00045109
1,1000,0.00219330
1,10000,0.01516477
1,100000,0.07735861
1,1000000,0.54768884
1,10,0.00093490
1,100,0.00064926
1,1000,0.00177265
1,10000,0.01303278
1,100000,0.06879530
1,1000000,0.59414963
1,10,0.00046663
1,100,0.00059944
1,1000,0.00125244
1,10000,0.01197892
1,100000,0.06760210
1,1000000,0.62563597
1,10,0.00084764
1,100,0.00060091
1,1000,0.00176237
1,10000,0.01001393
1,100000,0.06257725
1,1000000,0.57551010
2,10,0.00041154
2,100,0.00038116
2,1000,0.00081890
2,10000,0.00788533
2,100000,0.04051581
2,1000000,0.30972828
2,10,0.00035880
2,100,0.00048211
2,1000,0.00099225
2,10000,0.00808639
2,100000,0.04117664
2,1000000,0.32828416
2,10,0.00042605
2,100,0.00054305
2,1000,0.00081928
2,10000,0.00389321
2,100000,0.03925033
2,1000000,0.34009807
2,10,0.00047259
2,100,0.00036213
2,1000,0.00097911
2,10000,0.00573461
2,100000,0.02994601
2,1000000,0.33243629
2,10,0.00038628
2,100,0.00042792
2,1000,0.00082178
2,10000,0.00374551
2,100000,0.04354901
2,1000000,0.30312553
2,10,0.00053218
2,100,0.00082103
2,1000,0.00103082
2,10000,0.00810244
2,100000,0.04766426
2,1000000,0.31147172
2,10,0.00075827
2,100,0.00049214
2,1000,0.00098317
2,10000,0.00789868
2,100000,0.03466341
2,1000000,0.36826739
2,10,0.00059172
2,100,0.00047300
2,1000,0.00116165
2,10000,0.00770433
2,100000,0.03986928
2,1000000,0.32725225
2,10,0.00086961
2,100,0.00097124
2,1000,0.00093211
2,10000,0.00820379
2,100000,0.04132448
2,1000000,0.35923592
2,10,0.00089973
2,100,0.00081809
2,1000,0.00152888
2,10000,0.00814707
2,100000,0.04023394
2,1000000,0.34769446
4,10,0.00079669
4,100,0.00064028
4,1000,0.00092692
4,10000,0.00467743
4,100000,0.02047407
4,1000000,0.17975651
4,10,0.00043509
4,100,0.00041657
4,1000,0.00053662
4,10000,0.00195774
4,100000,0.01879745
4,1000000,0.16956081
4,10,0.00045279
4,100,0.00042430
4,1000,0.00057793
4,10000,0.00188834
4,100000,0.01812027
4,1000000,0.21178623
4,10,0.00050462
4,100,0.00050153
4,1000,0.00053856
4,10000,0.00275140
4,100000,0.01666752
4,1000000,0.17288559
4,10,0.00042476
4,100,0.00051318
4,1000,0.00051009
4,10000,0.00218337
4,100000,0.01715920
4,1000000,0.24240348
4,10,0.00067424
4,100,0.00053058
4,1000,0.00059155
4,10000,0.00215584
4,100000,0.01843924
4,1000000,0.17409047
4,10,0.00040625
4,100,0.00047876
4,1000,0.00069898
4,10000,0.00251873
4,100000,0.02528905
4,1000000,0.22532551
4,10,0.00070975
4,100,0.00040621
4,1000,0.00052550
4,10000,0.00199082
4,100000,0.01682302
4,1000000,0.16663781
4,10,0.00049753
4,100,0.00043867
4,1000,0.00056179
4,10000,0.00214126
4,100000,0.01826368
4,1000000,0.20233606
4,10,0.00038726
4,100,0.00041252
4,1000,0.00059158
4,10000,0.00230962
4,100000,0.01679802
